101,2023-09-07,07:20:00,18,9,0,0,0,0,0
102,2023-09-10,12:00:00,7,25,0,0,0,0,0
103,2023-09-10,12:00:00,20,14,0,0,0,0,0
104,2023-09-10,12:00:00,2,4,0,0,0,0,0
105,2023-09-10,12:00:00,29,24,0,0,0,0,0
106,2023-09-10,12:00:00,16,10,0,0,0,0,0
107,2023-09-10,12:00:00,0,28,0,0,0,0,0
108,2023-09-10,12:00:00,5,31,0,0,0,0,0
109,2023-09-10,12:00:00,30,26,0,0,0,0,0
110,2023-09-10,03:25:00,19,1,0,0,0,0,0
111,2023-09-10,03:25:00,22,3,0,0,0,0,0
112,2023-09-10,03:25:00,23,27,0,0,0,0,0
113,2023-09-10,03:25:00,12,8,0,0,0,0,0
114,2023-09-10,03:25:00,13,21,0,0,0,0,0
115,2023-09-10,07:20:00,11,15,0,0,0,0,0
116,2023-09-11,07:15:00,6,17,0,0,0,0,0
201,2023-09-14,07:15:00,31,13,0,0,0,0,0
202,2023-09-17,12:00:00,24,2,0,0,0,0,0
203,2023-09-17,12:00:00,1,5,0,0,0,0,0
204,2023-09-17,12:00:00,19,14,0,0,0,0,0
205,2023-09-17,12:00:00,10,29,0,0,0,0,0
206,2023-09-17,12:00:00,9,16,0,0,0,0,0
207,2023-09-17,12:00:00,22,6,0,0,0,0,0
208,2023-09-17,12:00:00,8,30,0,0,0,0,0
209,2023-09-17,12:00:00,27,18,0,0,0,0,0
210,2023-09-17,03:05:00,15,7,0,0,0,0,0
211,2023-09-17,03:05:00,0,23,0,0,0,0,0
212,2023-09-17,03:25:00,17,11,0,0,0,0,0
213,2023-09-17,03:25:00,25,3,0,0,0,0,0
214,2023-09-17,07:20:00,12,21,0,0,0,0,0
215,2023-09-18,06:15:00,26,20,0,0,0,0,0
216,2023-09-18,07:15:00,4,28,0,0,0,0,0
301,2023-09-21,07:15:00,15,0,0,0,0,0,0
302,2023-09-24,12:00:00,14,18,0,0,0,0,0
303,2023-09-24,12:00:00,6,25,0,0,0,0,0
304,2023-09-24,12:00:00,3,12,0,0,0,0,0
305,2023-09-24,12:00:00,29,16,0,0,0,0,0
306,2023-09-24,12:00:00,8,31,0,0,0,0,0
307,2023-09-24,12:00:00,21,17,0,0,0,0,0
308,2023-09-24,12:00:00,26,19,0,0,0,0,0
309,2023-09-24,12:00:00,30,4,0,0,0,0,0
310,2023-09-24,03:05:00,20,27,0,0,0,0,0
311,2023-09-24,03:05:00,10,24,0,0,0,0,0
312,2023-09-24,03:25:00,1,9,0,0,0,0,0
313,2023-09-24,03:25:00,11,7,0,0,0,0,0
314,2023-09-24,07:20:00,28,22,0,0,0,0,0
315,2023-09-25,06:15:00,13,5,0,0,0,0,0
316,2023-09-25,07:15:00,23,2,0,0,0,0,0
401,2023-09-28,07:15:00,18,19,0,0,0,0,0
402,2023-10-01,08:30:00,14,16,0,0,0,0,0
403,2023-10-01,12:00:00,24,4,0,0,0,0,0
404,2023-10-01,12:00:00,2,30,0,0,0,0,0
405,2023-10-01,12:00:00,3,1,0,0,0,0,0
406,2023-10-01,12:00:00,23,10,0,0,0,0,0
407,2023-10-01,12:00:00,12,6,0,0,0,0,0
408,2023-10-01,12:00:00,31,20,0,0,0,0,0
409,2023-10-01,12:00:00,28,29,0,0,0,0,0
410,2023-10-01,12:00:00,5,26,0,0,0,0,0
411,2023-10-01,12:00:00,25,13,0,0,0,0,0
412,2023-10-01,03:05:00,22,8,0,0,0,0,0
413,2023-10-01,03:25:00,7,0,0,0,0,0,0
414,2023-10-01,03:25:00,21,11,0,0,0,0,0
415,2023-10-01,07:20:00,9,17,0,0,0,0,0
416,2023-10-02,07:15:00,27,15,0,0,0,0,0
501,2023-10-05,07:15:00,1,25,0,0,0,0,0
502,2023-10-08,08:30:00,16,6,0,0,0,0,0
503,2023-10-08,12:00:00,24,28,0,0,0,0,0
504,2023-10-08,12:00:00,20,18,0,0,0,0,0
505,2023-10-08,12:00:00,29,14,0,0,0,0,0
506,2023-10-08,12:00:00,26,21,0,0,0,0,0
507,2023-10-08,12:00:00,15,12,0,0,0,0,0
508,2023-10-08,12:00:00,30,10,0,0,0,0,0
509,2023-10-08,03:05:00,2,7,0,0,0,0,0
510,2023-10-08,03:05:00,13,23,0,0,0,0,0
511,2023-10-08,03:25:00,9,31,0,0,0,0,0
512,2023-10-08,03:25:00,17,3,0,0,0,0,0
513,2023-10-08,07:20:00,11,0,0,0,0,0,0
514,2023-10-09,07:15:00,19,22,0,0,0,0,0
601,2023-10-12,07:15:00,9,3,0,0,0,0,0
602,2023-10-15,08:30:00,30,24,0,0,0,0,0
603,2023-10-15,12:00:00,12,20,0,0,0,0,0
604,2023-10-15,12:00:00,5,18,0,0,0,0,0
605,2023-10-15,12:00:00,16,10,0,0,0,0,0
606,2023-10-15,12:00:00,1,31,0,0,0,0,0
607,2023-10-15,12:00:00,29,26,0,0,0,0,0
608,2023-10-15,12:00:00,4,0,0,0,0,0,0
609,2023-10-15,12:00:00,2,27,0,0,0,0,0
610,2023-10-15,12:00:00,14,25,0,0,0,0,0
611,2023-10-15,03:05:00,22,21,0,0,0,0,0
612,2023-10-15,03:25:00,23,7,0,0,0,0,0
613,2023-10-15,03:25:00,17,13,0,0,0,0,0
614,2023-10-15,07:20:00,6,15,0,0,0,0,0
615,2023-10-16,07:15:00,8,11,0,0,0,0,0
701,2023-10-19,07:15:00,16,26,0,0,0,0,0
702,2023-10-22,12:00:00,14,5,0,0,0,0,0
703,2023-10-22,12:00:00,6,21,0,0,0,0,0
704,2023-10-22,12:00:00,4,10,0,0,0,0,0
705,2023-10-22,12:00:00,18,24,0,0,0,0,0
706,2023-10-22,12:00:00,22,1,0,0,0,0,0
707,2023-10-22,12:00:00,25,15,0,0,0,0,0
708,2023-10-22,03:05:00,7,27,0,0,0,0,0
709,2023-10-22,03:05:00,28,23,0,0,0,0,0
710,2023-10-22,03:25:00,19,3,0,0,0,0,0
711,2023-10-22,03:25:00,8,9,0,0,0,0,0
712,2023-10-22,07:20:00,12,13,0,0,0,0,0
713,2023-10-23,07:15:00,0,31,0,0,0,0,0
801,2023-10-26,07:15:00,5,6,0,0,0,0,0
802,2023-10-29,12:00:00,14,30,0,0,0,0,0
803,2023-10-29,12:00:00,29,20,0,0,0,0,0
804,2023-10-29,12:00:00,16,28,0,0,0,0,0
805,2023-10-29,12:00:00,23,11,0,0,0,0,0
806,2023-10-29,12:00:00,31,19,0,0,0,0,0
807,2023-10-29,12:00:00,21,12,0,0,0,0,0
808,2023-10-29,12:00:00,26,10,0,0,0,0,0
809,2023-10-29,12:00:00,17,15,0,0,0,0,0
810,2023-10-29,12:00:00,13,25,0,0,0,0,0
811,2023-10-29,03:05:00,4,27,0,0,0,0,0
812,2023-10-29,03:25:00,24,7,0,0,0,0,0
813,2023-10-29,03:25:00,2,0,0,0,0,0,0
814,2023-10-29,03:25:00,9,3,0,0,0,0,0
815,2023-10-29,07:20:00,1,8,0,0,0,0,0
816,2023-10-30,07:15:00,22,18,0,0,0,0,0
901,2023-11-02,07:15:00,30,28,0,0,0,0,0
902,2023-11-05,08:30:00,12,9,0,0,0,0,0
903,2023-11-05,12:00:00,7,4,0,0,0,0,0
904,2023-11-05,12:00:00,1,26,0,0,0,0,0
905,2023-11-05,12:00:00,23,19,0,0,0,0,0
906,2023-11-05,12:00:00,31,14,0,0,0,0,0
907,2023-11-05,12:00:00,27,24,0,0,0,0,0
908,2023-11-05,12:00:00,5,29,0,0,0,0,0
909,2023-11-05,12:00:00,25,21,0,0,0,0,0
910,2023-11-05,03:05:00,10,20,0,0,0,0,0
911,2023-11-05,03:25:00,11,13,0,0,0,0,0
912,2023-11-05,03:25:00,15,22,0,0,0,0,0
913,2023-11-05,07:20:00,6,2,0,0,0,0,0
914,2023-11-06,07:15:00,8,17,0,0,0,0,0
1001,2023-11-09,07:15:00,1,20,0,0,0,0,0
1002,2023-11-12,08:30:00,21,10,0,0,0,0,0
1003,2023-11-12,12:00:00,24,4,0,0,0,0,0
1004,2023-11-12,12:00:00,28,19,0,0,0,0,0
1005,2023-11-12,12:00:00,2,29,0,0,0,0,0
1006,2023-11-12,12:00:00,31,26,0,0,0,0,0
1007,2023-11-12,12:00:00,16,0,0,0,0,0,0
1008,2023-11-12,12:00:00,5,30,0,0,0,0,0
1009,2023-11-12,03:05:00,7,14,0,0,0,0,0
1010,2023-11-12,03:05:00,8,18,0,0,0,0,0
1011,2023-11-12,03:25:00,11,15,0,0,0,0,0
1012,2023-11-12,03:25:00,27,25,0,0,0,0,0
1013,2023-11-12,07:20:00,22,17,0,0,0,0,0
1014,2023-11-13,07:15:00,6,3,0,0,0,0,0
1101,2023-11-16,07:15:00,2,24,0,0,0,0,0
1102,2023-11-19,12:00:00,7,29,0,0,0,0,0
1103,2023-11-19,12:00:00,1,18,0,0,0,0,0
1104,2023-11-19,12:00:00,11,20,0,0,0,0,0
1105,2023-11-19,12:00:00,22,12,0,0,0,0,0
1106,2023-11-19,12:00:00,8,19,0,0,0,0,0
1107,2023-11-19,12:00:00,15,25,0,0,0,0,0
1108,2023-11-19,12:00:00,28,4,0,0,0,0,0
1109,2023-11-19,12:00:00,30,16,0,0,0,0,0
1110,2023-11-19,03:05:00,5,0,0,0,0,0,0
1111,2023-11-19,03:25:00,17,6,0,0,0,0,0
1112,2023-11-19,03:25:00,27,23,0,0,0,0,0
1113,2023-11-19,07:20:00,31,3,0,0,0,0,0
1114,2023-11-20,07:15:00,13,9,0,0,0,0,0
1201,2023-11-23,11:30:00,19,18,0,0,0,0,0
1202,2023-11-23,03:30:00,25,11,0,0,0,0,0
1203,2023-11-23,07:20:00,0,27,0,0,0,0,0
1204,2023-11-24,02:00:00,12,17,0,0,0,0,0
1205,2023-11-26,12:00:00,20,30,0,0,0,0,0
1206,2023-11-26,12:00:00,16,29,0,0,0,0,0
1207,2023-11-26,12:00:00,21,15,0,0,0,0,0
1208,2023-11-26,12:00:00,26,14,0,0,0,0,0
1209,2023-11-26,12:00:00,28,2,0,0,0,0,0
1210,2023-11-26,12:00:00,5,10,0,0,0,0,0
1211,2023-11-26,03:05:00,4,3,0,0,0,0,0
1212,2023-11-26,03:05:00,23,7,0,0,0,0,0
1213,2023-11-26,03:25:00,6,13,0,0,0,0,0
1214,2023-11-26,03:25:00,9,22,0,0,0,0,0
1215,2023-11-26,07:20:00,24,8,0,0,0,0,0
1216,2023-11-27,07:15:00,1,31,0,0,0,0,0
1301,2023-11-30,07:15:00,27,11,0,0,0,0,0
1302,2023-12-03,12:00:00,7,28,0,0,0,0,0
1303,2023-12-03,12:00:00,14,17,0,0,0,0,0
1304,2023-12-03,12:00:00,20,5,0,0,0,0,0
1305,2023-12-03,12:00:00,18,26,0,0,0,0,0
1306,2023-12-03,12:00:00,10,30,0,0,0,0,0
1307,2023-12-03,12:00:00,8,21,0,0,0,0,0
1308,2023-12-03,12:00:00,12,25,0,0,0,0,0
1309,2023-12-03,03:05:00,3,29,0,0,0,0,0
1310,2023-12-03,03:25:00,4,23,0,0,0,0,0
1311,2023-12-03,03:25:00,0,13,0,0,0,0,0
1312,2023-12-03,07:20:00,9,19,0,0,0,0,0
1313,2023-12-04,07:15:00,2,16,0,0,0,0,0
1401,2023-12-07,07:15:00,21,28,0,0,0,0,0
1402,2023-12-10,12:00:00,20,26,0,0,0,0,0
1403,2023-12-10,12:00:00,18,1,0,0,0,0,0
1404,2023-12-10,12:00:00,29,17,0,0,0,0,0
1405,2023-12-10,12:00:00,10,2,0,0,0,0,0
1406,2023-12-10,12:00:00,16,4,0,0,0,0,0
1407,2023-12-10,12:00:00,23,24,0,0,0,0,0
1408,2023-12-10,12:00:00,5,14,0,0,0,0,0
1409,2023-12-10,03:05:00,31,22,0,0,0,0,0
1410,2023-12-10,03:05:00,27,0,0,0,0,0,0
1411,2023-12-10,03:25:00,6,9,0,0,0,0,0
1412,2023-12-10,03:25:00,3,8,0,0,0,0,0
1413,2023-12-10,07:20:00,13,11,0,0,0,0,0
1414,2023-12-11,07:15:00,19,15,0,0,0,0,0
1415,2023-12-11,07:15:00,30,12,0,0,0,0,0
1501,2023-12-14,07:15:00,8,22,0,0,0,0,0
1502,2023-12-17,12:00:00,14,20,0,0,0,0,0
1503,2023-12-17,12:00:00,1,4,0,0,0,0,0
1504,2023-12-17,12:00:00,3,18,0,0,0,0,0
1505,2023-12-17,12:00:00,29,30,0,0,0,0,0
1506,2023-12-17,12:00:00,31,2,0,0,0,0,0
1507,2023-12-17,12:00:00,15,26,0,0,0,0,0
1508,2023-12-17,12:00:00,17,12,0,0,0,0,0
1509,2023-12-17,12:00:00,28,10,0,0,0,0,0
1510,2023-12-17,12:00:00,5,19,0,0,0,0,0
1511,2023-12-17,03:05:00,0,7,0,0,0,0,0
1512,2023-12-17,03:05:00,25,23,0,0,0,0,0
1513,2023-12-17,03:25:00,11,6,0,0,0,0,0
1514,2023-12-17,03:25:00,13,27,0,0,0,0,0
1515,2023-12-17,07:20:00,24,16,0,0,0,0,0
1516,2023-12-18,07:15:00,9,21,0,0,0,0,0
1601,2023-12-21,07:15:00,26,23,0,0,0,0,0
1602,2023-12-23,03:30:00,2,28,0,0,0,0,0
1603,2023-12-23,07:00:00,6,8,0,0,0,0,0
1604,2023-12-24,12:00:00,4,29,0,0,0,0,0
1605,2023-12-24,12:00:00,18,31,0,0,0,0,0
1606,2023-12-24,12:00:00,19,20,0,0,0,0,0
1607,2023-12-24,12:00:00,10,14,0,0,0,0,0
1608,2023-12-24,12:00:00,27,30,0,0,0,0,0
1609,2023-12-24,12:00:00,25,17,0,0,0,0,0
1610,2023-12-24,03:05:00,16,5,0,0,0,0,0
1611,2023-12-24,03:25:00,7,1,0,0,0,0,0
1612,2023-12-24,03:25:00,11,12,0,0,0,0,0
1613,2023-12-24,07:15:00,21,3,0,0,0,0,0
1614,2023-12-25,12:00:00,22,9,0,0,0,0,0
1615,2023-12-25,03:30:00,15,13,0,0,0,0,0
1616,2023-12-25,07:15:00,24,0,0,0,0,0,0
1701,2023-12-28,07:15:00,17,4,0,0,0,0,0
1702,2023-12-30,07:15:00,18,11,0,0,0,0,0
1703,2023-12-31,12:00:00,7,13,0,0,0,0,0
1704,2023-12-31,12:00:00,14,1,0,0,0,0,0
1705,2023-12-31,12:00:00,20,16,0,0,0,0,0
1706,2023-12-31,12:00:00,22,10,0,0,0,0,0
1707,2023-12-31,12:00:00,23,15,0,0,0,0,0
1708,2023-12-31,12:00:00,12,24,0,0,0,0,0
1709,2023-12-31,12:00:00,21,6,0,0,0,0,0
1710,2023-12-31,12:00:00,26,5,0,0,0,0,0
1711,2023-12-31,12:00:00,0,25,0,0,0,0,0
1712,2023-12-31,12:00:00,30,29,0,0,0,0,0
1713,2023-12-31,03:05:00,28,27,0,0,0,0,0
1714,2023-12-31,03:25:00,2,9,0,0,0,0,0
1715,2023-12-31,03:25:00,8,3,0,0,0,0,0
1716,2023-12-31,07:20:00,19,31,0,0,0,0,0
1801,2024-01-07,12:00:00,14,26,0,0,0,0,0
1802,2024-01-07,12:00:00,6,12,0,0,0,0,0
1803,2024-01-07,12:00:00,1,19,0,0,0,0,0
1804,2024-01-07,12:00:00,4,2,0,0,0,0,0
1805,2024-01-07,12:00:00,11,25,0,0,0,0,0
1806,2024-01-07,12:00:00,3,22,0,0,0,0,0
1807,2024-01-07,12:00:00,29,10,0,0,0,0,0
1808,2024-01-07,12:00:00,16,30,0,0,0,0,0
1809,2024-01-07,12:00:00,9,8,0,0,0,0,0
1810,2024-01-07,12:00:00,23,0,0,0,0,0,0
1811,2024-01-07,12:00:00,31,18,0,0,0,0,0
1812,2024-01-07,12:00:00,17,21,0,0,0,0,0
1813,2024-01-07,12:00:00,13,15,0,0,0,0,0
1814,2024-01-07,12:00:00,28,24,0,0,0,0,0
1815,2024-01-07,12:00:00,27,7,0,0,0,0,0
1816,2024-01-07,12:00:00,5,20,0,0,0,0,0